date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
4/8/2010 16:00,113,1,21,1003,SE,159.58,0,0
4/8/2010 17:00,105,1,21,1003,SE,165.39,0,0
4/8/2010 18:00,127,1,20,1003,SE,168.52,0,0
4/8/2010 19:00,144,2,19,1003,SE,170.31,0,0
4/8/2010 20:00,158,3,17,1005,cv,0.89,0,0
4/8/2010 21:00,141,4,16,1006,NW,1.79,0,0
4/8/2010 22:00,124,4,15,1006,SE,1.79,0,0
4/8/2010 23:00,131,4,16,1008,cv,1.79,0,0
4/9/2010 0:00,150,3,15,1007,NE,3.13,0,0
4/9/2010 1:00,137,4,15,1008,NE,7.15,0,0
4/9/2010 2:00,128,3,15,1009,NE,10.28,0,0
4/9/2010 3:00,103,0,16,1009,NE,16.09,0,0
4/9/2010 4:00,60,2,14,1011,NW,4.92,0,0
4/9/2010 5:00,50,2,13,1011,NE,4.92,0,0
4/9/2010 6:00,63,1,13,1011,NE,10.73,0,0
4/9/2010 7:00,77,2,12,1011,NE,16.54,0,0
4/9/2010 8:00,62,0,13,1012,NE,22.35,0,0
4/9/2010 9:00,58,-1,14,1012,NE,26.37,0,0
4/9/2010 10:00,77,6,13,1013,SE,8.05,0,0
4/9/2010 11:00,131,3,11,1013,SE,15.2,0,0
4/9/2010 12:00,121,3,10,1012,SE,24.14,0,0
4/9/2010 13:00,81,3,10,1012,SE,29.06,0,0
4/9/2010 14:00,77,3,10,1011,SE,33.98,0,0
4/9/2010 15:00,67,3,9,1011,SE,38,0,0
4/9/2010 16:00,66,3,9,1011,SE,42.02,0,0
4/9/2010 17:00,60,2,8,1011,SE,45.15,0,0
4/9/2010 18:00,71,2,8,1011,SE,48.28,0,0
4/9/2010 19:00,94,2,8,1012,SE,50.07,0,0
4/9/2010 20:00,90,2,8,1013,NE,1.79,0,0
4/9/2010 21:00,85,2,8,1014,cv,0.89,0,0
4/9/2010 22:00,75,2,8,1015,NE,0.89,0,0
4/9/2010 23:00,79,2,8,1015,NW,0.89,0,0
4/10/2010 0:00,91,2,8,1016,NW,2.68,0,0
4/10/2010 1:00,89,3,7,1017,NW,5.81,0,0
4/10/2010 2:00,102,3,8,1017,NW,7.6,0,0
4/10/2010 3:00,49,0,8,1017,NW,11.62,0,0
4/10/2010 4:00,14,-8,8,1018,NE,5.81,0,0
4/10/2010 5:00,14,-10,7,1019,NE,10.73,0,0
4/10/2010 6:00,16,-10,7,1020,NE,15.65,0,0
4/10/2010 7:00,14,-11,7,1020,NE,21.46,0,0
4/10/2010 8:00,22,-12,8,1021,NE,26.38,0,0
4/10/2010 9:00,17,-11,10,1021,NW,3.13,0,0
4/10/2010 10:00,16,-13,11,1020,cv,1.79,0,0
4/10/2010 11:00,19,-13,13,1019,NW,4.02,0,0
4/10/2010 12:00,19,-13,13,1018,NW,5.81,0,0
4/10/2010 13:00,24,-13,14,1017,NW,7.6,0,0
4/10/2010 14:00,22,-13,16,1016,SE,3.13,0,0
4/10/2010 15:00,22,-13,16,1015,SE,7.15,0,0
4/10/2010 16:00,32,-13,15,1015,SE,14.3,0,0
4/10/2010 17:00,30,-14,15,1015,SE,20.11,0,0
4/10/2010 18:00,24,-14,14,1015,SE,25.92,0,0
4/10/2010 19:00,29,-8,12,1016,SE,30.84,0,0
4/10/2010 20:00,56,-4,11,1016,SE,37.99,0,0
4/10/2010 21:00,58,-5,10,1018,SE,46.04,0,0
4/10/2010 22:00,53,-6,8,1019,SE,51.85,0,0
4/10/2010 23:00,37,-6,8,1018,SE,55.87,0,0
4/11/2010 0:00,39,-5,7,1018,SE,59.89,0,0
4/11/2010 1:00,40,-4,7,1018,SE,63.91,0,0
4/11/2010 2:00,44,-3,6,1018,SE,67.93,0,0
4/11/2010 3:00,48,-3,6,1017,SE,71.06,0,0
4/11/2010 4:00,54,-3,6,1017,SE,75.98,0,0
4/11/2010 5:00,73,-2,6,1018,SE,79.11,0,0
4/11/2010 6:00,89,-1,6,1018,SE,82.24,0,1
4/11/2010 7:00,80,0,5,1018,SE,85.37,0,2
4/11/2010 8:00,84,1,5,1019,SE,89.39,0,3
4/11/2010 9:00,91,1,5,1019,SE,91.18,0,4
4/11/2010 10:00,68,2,5,1019,SE,92.97,0,5
4/11/2010 11:00,67,2,6,1019,SE,96.99,0,6
4/11/2010 12:00,75,1,5,1019,SE,100.12,0,0
4/11/2010 13:00,68,1,6,1017,SE,104.14,0,0
4/11/2010 14:00,63,1,7,1017,cv,0.89,0,0
4/11/2010 15:00,57,1,7,1016,cv,1.78,0,0
4/11/2010 16:00,50,1,8,1015,NW,1.79,0,0
4/11/2010 17:00,63,2,7,1015,NE,1.79,0,0
4/11/2010 18:00,81,2,7,1015,NE,3.58,0,0
4/11/2010 19:00,78,3,7,1015,NW,1.79,0,0
4/11/2010 20:00,79,2,7,1016,NW,3.58,0,0
4/11/2010 21:00,87,2,6,1015,NE,1.79,0,0
4/11/2010 22:00,86,2,7,1015,NW,1.79,0,0
4/11/2010 23:00,86,3,6,1015,NW,3.58,0,0
4/12/2010 0:00,87,2,6,1014,cv,0.45,0,0
4/12/2010 1:00,84,2,6,1014,cv,0.9,0,0
4/12/2010 2:00,86,3,7,1014,NW,1.79,0,0
4/12/2010 3:00,108,3,6,1015,NW,3.58,0,0
4/12/2010 4:00,116,4,7,1015,NW,5.37,0,1
4/12/2010 5:00,105,4,6,1014,NW,7.16,0,0
4/12/2010 6:00,95,4,6,1015,NW,8.95,0,0
4/12/2010 7:00,44,4,6,1016,NW,12.08,0,0
4/12/2010 8:00,33,3,7,1017,NW,17,0,0
4/12/2010 9:00,23,-2,7,1017,NW,21.02,0,0
4/12/2010 10:00,22,-3,8,1017,NW,29.07,0,0
4/12/2010 11:00,42,-8,8,1018,NW,34.88,0,0
4/12/2010 12:00,88,-13,8,1017,NW,44.71,0,0
4/12/2010 13:00,40,-15,11,1018,NW,57.67,0,0
4/12/2010 14:00,25,-12,9,1018,NW,70.63,0,0
4/12/2010 15:00,29,-14,9,1018,NW,84.49,0,0
4/12/2010 16:00,31,-16,10,1018,NW,98.35,0,0
4/12/2010 17:00,23,-15,9,1018,NW,109.53,0,0
4/12/2010 18:00,14,-12,8,1020,NW,118.47,0,0
4/12/2010 19:00,14,-13,6,1022,NW,128.3,0,0
4/12/2010 20:00,12,-13,6,1023,NW,136.35,0,0
4/12/2010 21:00,11,-14,5,1024,NW,143.5,0,0
4/12/2010 22:00,8,-14,5,1025,NW,150.65,0,0
4/12/2010 23:00,7,-14,4,1025,NW,156.46,0,0
4/13/2010 0:00,8,-14,4,1026,NW,162.27,0,0
4/13/2010 1:00,11,-13,4,1026,NW,170.32,0,0
4/13/2010 2:00,14,-13,3,1026,NW,175.24,0,0
4/13/2010 3:00,13,-14,3,1026,NW,180.16,0,0
4/13/2010 4:00,13,-14,2,1026,NW,183.29,0,0
4/13/2010 5:00,16,-15,2,1027,NW,187.31,0,0
4/13/2010 6:00,14,-15,2,1027,NW,190.44,0,0
4/13/2010 7:00,14,-14,4,1028,NW,194.46,0,0
4/13/2010 8:00,19,-17,6,1028,NW,199.38,0,0
4/13/2010 9:00,12,-20,7,1028,NW,209.21,0,0
4/13/2010 10:00,13,-21,8,1028,NW,218.15,0,0
4/13/2010 11:00,15,-22,9,1028,NW,229.33,0,0
4/13/2010 12:00,14,-22,10,1027,NW,239.16,0,0
4/13/2010 13:00,13,-22,10,1027,NW,251.23,0,0
4/13/2010 14:00,12,-20,11,1026,NW,262.41,0,0
4/13/2010 15:00,11,-20,11,1026,NW,272.24,0,0
4/13/2010 16:00,13,-19,11,1025,NW,280.29,0,0
4/13/2010 17:00,13,-19,10,1025,NW,285.21,0,0
4/13/2010 18:00,13,-18,9,1025,NW,288.34,0,0
4/13/2010 19:00,17,-16,8,1026,NE,1.79,0,0
4/13/2010 20:00,31,-11,5,1026,SE,1.79,0,0
4/13/2010 21:00,47,-11,4,1028,SE,3.58,0,0
4/13/2010 22:00,68,-15,6,1029,SE,5.37,0,0
4/13/2010 23:00,69,-16,4,1029,cv,0.89,0,0
4/14/2010 0:00,100,-8,1,1029,cv,1.78,0,0
4/14/2010 1:00,81,-12,1,1029,NW,1.79,0,0
4/14/2010 2:00,55,-7,0,1029,cv,0.89,0,0
4/14/2010 3:00,48,-8,1,1029,NE,0.89,0,0
4/14/2010 4:00,42,-7,1,1029,cv,0.89,0,0
4/14/2010 5:00,39,-11,2,1029,NW,0.89,0,0
4/14/2010 6:00,26,-8,1,1029,NW,2.68,0,0
4/14/2010 7:00,24,-7,3,1029,NW,4.47,0,0
4/14/2010 8:00,25,-10,5,1030,NE,3.13,0,0
4/14/2010 9:00,30,-10,6,1030,NE,4.92,0,0
4/14/2010 10:00,43,-16,8,1030,NE,6.71,0,0
4/14/2010 11:00,42,-16,9,1029,NE,8.5,0,0
4/14/2010 12:00,57,-17,11,1027,NW,1.79,0,0
4/14/2010 13:00,38,-18,12,1026,cv,1.79,0,0
4/14/2010 14:00,41,-17,13,1025,cv,3.58,0,0
4/14/2010 15:00,54,-17,12,1023,SE,3.13,0,0
4/14/2010 16:00,50,-16,13,1022,cv,3.13,0,0
4/14/2010 17:00,81,-10,13,1022,SE,4.92,0,0
4/14/2010 18:00,96,-6,12,1022,SE,9.84,0,0
4/14/2010 19:00,94,-4,11,1022,SE,15.65,0,0
4/14/2010 20:00,84,-3,10,1023,SE,22.8,0,0
4/14/2010 21:00,67,-3,10,1023,SE,28.61,0,0
4/14/2010 22:00,70,-2,9,1023,SE,34.42,0,0
4/14/2010 23:00,76,-1,8,1023,SE,39.34,0,0
4/15/2010 0:00,79,-1,7,1023,SE,47.39,0,0
4/15/2010 1:00,81,-1,6,1023,SE,53.2,0,0
4/15/2010 2:00,84,-1,6,1023,SE,59.01,0,0
4/15/2010 3:00,97,-1,5,1022,SE,63.03,0,0
4/15/2010 4:00,106,0,4,1022,SE,66.16,0,0
4/15/2010 5:00,121,0,4,1022,SE,69.29,0,0
4/15/2010 6:00,130,0,3,1022,SE,72.42,0,0
4/15/2010 7:00,142,1,4,1022,SE,76.44,0,0
4/15/2010 8:00,171,1,5,1022,SE,79.57,0,0
4/15/2010 9:00,196,1,6,1022,SE,82.7,0,0
4/15/2010 10:00,198,1,6,1022,SE,84.49,0,0
4/15/2010 11:00,206,1,6,1022,SE,87.62,0,0
4/15/2010 12:00,203,2,6,1021,SE,90.75,0,0
4/15/2010 13:00,204,1,7,1020,SE,93.88,0,0
4/15/2010 14:00,199,1,7,1020,SE,97.01,0,0
4/15/2010 15:00,193,1,8,1019,SE,98.8,0,0
4/15/2010 16:00,194,2,9,1018,cv,0.89,0,0
4/15/2010 17:00,202,1,9,1018,cv,1.78,0,0
4/15/2010 18:00,200,2,8,1018,NE,1.79,0,0
4/15/2010 19:00,206,1,7,1018,NW,1.79,0,0
4/15/2010 20:00,212,2,7,1019,NE,1.79,0,0
4/15/2010 21:00,220,1,6,1019,NE,2.68,0,0
4/15/2010 22:00,237,1,5,1019,NE,3.57,0,0
4/15/2010 23:00,225,1,5,1018,cv,0.89,0,0
4/16/2010 0:00,235,1,4,1018,cv,1.34,0,0
4/16/2010 1:00,239,0,3,1018,NW,1.79,0,0
4/16/2010 2:00,244,0,2,1017,NW,3.58,0,0
4/16/2010 3:00,255,0,3,1017,NW,5.37,0,0
4/16/2010 4:00,247,1,3,1017,NW,6.26,0,0
4/16/2010 5:00,253,1,3,1017,NW,7.15,0,0
4/16/2010 6:00,242,1,3,1017,NW,8.94,0,0
4/16/2010 7:00,244,2,4,1018,NW,9.83,0,0
4/16/2010 8:00,235,3,6,1018,NW,12.96,0,0
4/16/2010 9:00,249,3,7,1019,NW,16.09,0,0
4/16/2010 10:00,254,4,10,1019,NE,3.13,0,0
4/16/2010 11:00,266,4,11,1018,NE,6.26,0,0
4/16/2010 12:00,286,3,13,1018,SE,1.79,0,0
4/16/2010 13:00,289,3,14,1017,SE,5.81,0,0
4/16/2010 14:00,285,3,15,1017,SE,9.83,0,0
4/16/2010 15:00,215,3,15,1017,SE,13.85,0,0
4/16/2010 16:00,185,3,15,1016,SE,17.87,0,0
4/16/2010 17:00,151,3,15,1017,SE,21.89,0,0
4/16/2010 18:00,134,4,13,1017,SE,26.81,0,0
4/16/2010 19:00,143,5,11,1018,SE,32.62,0,0
4/16/2010 20:00,123,5,10,1020,SE,38.43,0,0
4/16/2010 21:00,102,5,9,1021,SE,42.45,0,0
4/16/2010 22:00,96,4,9,1022,SE,47.37,0,0
4/16/2010 23:00,92,5,8,1023,SE,52.29,0,0
4/17/2010 0:00,91,4,8,1023,SE,56.31,0,0
4/17/2010 1:00,107,4,7,1023,SE,59.44,0,0
4/17/2010 2:00,103,3,6,1023,SE,61.23,0,0
4/17/2010 3:00,129,3,6,1023,SE,63.02,0,0
4/17/2010 4:00,130,2,5,1023,SE,64.81,0,0
4/17/2010 5:00,116,2,5,1023,SE,66.6,0,0
4/17/2010 6:00,128,2,5,1024,SE,68.39,0,0
4/17/2010 7:00,152,2,5,1024,SE,71.52,0,0
4/17/2010 8:00,154,2,5,1024,SE,75.54,0,0
4/17/2010 9:00,151,2,6,1025,SE,78.67,0,0
4/17/2010 10:00,165,2,7,1024,SE,81.8,0,0
4/17/2010 11:00,149,2,9,1024,SE,84.93,0,0
4/17/2010 12:00,162,2,11,1023,SE,88.06,0,0
4/17/2010 13:00,170,3,11,1022,SE,91.19,0,0
4/17/2010 14:00,143,3,12,1021,SE,95.21,0,0
4/17/2010 15:00,144,4,12,1020,SE,98.34,0,0
4/17/2010 16:00,156,4,11,1019,SE,101.47,0,0
4/17/2010 17:00,161,5,11,1018,SE,103.26,0,0
4/17/2010 18:00,140,5,11,1018,SE,105.05,0,0
4/17/2010 19:00,134,5,11,1018,SE,108.18,0,0
4/17/2010 20:00,138,5,11,1018,SE,109.97,0,0
4/17/2010 21:00,184,5,11,1018,cv,0.89,0,0
4/17/2010 22:00,223,5,10,1018,NW,1.79,0,0
4/17/2010 23:00,212,5,10,1018,NW,3.58,0,0
4/18/2010 0:00,206,5,10,1018,cv,0.89,0,0
4/18/2010 1:00,212,6,10,1016,SE,1.79,0,0
4/18/2010 2:00,209,6,9,1016,NW,0.89,0,0
4/18/2010 3:00,198,7,9,1016,NW,2.68,0,0
4/18/2010 4:00,192,7,9,1015,NW,4.47,0,0
4/18/2010 5:00,184,6,8,1015,NW,6.26,0,0
4/18/2010 6:00,177,7,8,1014,NE,0.89,0,0
4/18/2010 7:00,183,7,9,1015,cv,0.45,0,0
4/18/2010 8:00,184,6,10,1015,cv,0.9,0,0
4/18/2010 9:00,195,6,11,1014,cv,1.79,0,0
4/18/2010 10:00,209,6,13,1014,NW,1.79,0,0
4/18/2010 11:00,200,6,14,1013,cv,1.79,0,0
4/18/2010 12:00,207,6,16,1012,cv,2.68,0,0
4/18/2010 13:00,215,6,18,1011,SE,1.79,0,0
4/18/2010 14:00,229,6,19,1011,cv,1.79,0,0
4/18/2010 15:00,248,6,19,1010,SE,3.13,0,0
4/18/2010 16:00,255,6,20,1009,SE,6.26,0,0
4/18/2010 17:00,268,6,20,1009,SE,9.39,0,0
4/18/2010 18:00,264,7,19,1010,SE,12.52,0,0
4/18/2010 19:00,257,7,17,1011,cv,0.45,0,0
4/18/2010 20:00,300,7,16,1011,SE,0.89,0,0
4/18/2010 21:00,309,7,14,1012,SE,2.68,0,0
4/18/2010 22:00,331,8,13,1012,SE,4.47,0,0
4/18/2010 23:00,351,8,14,1011,SE,6.26,0,0
4/19/2010 0:00,389,8,14,1011,SE,7.15,0,0
4/19/2010 1:00,385,8,14,1011,NE,0.89,0,0
4/19/2010 2:00,382,9,12,1011,NE,2.68,0,0
4/19/2010 3:00,382,9,14,1011,NW,1.79,0,0
4/19/2010 4:00,369,8,13,1011,NW,3.58,0,0
4/19/2010 5:00,343,8,13,1012,NW,5.37,0,0
4/19/2010 6:00,342,8,14,1012,NW,8.5,0,0
4/19/2010 7:00,324,8,14,1014,NW,10.29,0,1
4/19/2010 8:00,307,9,14,1014,NE,4.92,0,2
4/19/2010 9:00,272,8,14,1015,NE,10.73,0,3
4/19/2010 10:00,131,8,14,1015,NE,17.88,0,0
4/19/2010 11:00,36,6,15,1016,NE,23.69,0,0
4/19/2010 12:00,22,6,16,1015,NE,29.5,0,0
4/19/2010 13:00,17,6,17,1015,NE,33.52,0,0
4/19/2010 14:00,17,6,17,1014,NE,36.65,0,0
4/19/2010 15:00,27,8,18,1014,SE,4.02,0,0
4/19/2010 16:00,170,9,17,1014,SE,8.94,0,0
4/19/2010 17:00,175,9,16,1014,SE,14.75,0,0
4/19/2010 18:00,121,7,15,1015,SE,19.67,0,0
4/19/2010 19:00,198,9,13,1016,SE,23.69,0,0
4/19/2010 20:00,184,9,12,1017,SE,26.82,0,0
4/19/2010 21:00,167,9,12,1018,SE,29.95,0,0
4/19/2010 22:00,155,8,12,1018,SE,33.97,0,0
4/19/2010 23:00,152,8,11,1018,SE,35.76,0,0
4/20/2010 0:00,110,8,11,1018,SE,37.55,0,0
4/20/2010 1:00,94,8,10,1018,SE,38.44,0,0
4/20/2010 2:00,100,8,9,1019,cv,0.89,0,0
4/20/2010 3:00,100,7,9,1018,SE,1.79,0,0
4/20/2010 4:00,94,7,9,1018,SE,3.58,0,0
4/20/2010 5:00,87,7,8,1018,SE,4.47,0,0
4/20/2010 6:00,82,7,8,1019,SE,5.36,0,0
4/20/2010 7:00,83,8,10,1019,SE,8.49,0,0
4/20/2010 8:00,94,8,12,1020,cv,0.89,0,0
4/20/2010 9:00,92,8,13,1020,SE,1.79,0,0
4/20/2010 10:00,84,8,15,1020,cv,0.89,0,0
4/20/2010 11:00,69,7,16,1020,cv,2.68,0,0
4/20/2010 12:00,83,2,17,1019,cv,4.47,0,0
4/20/2010 13:00,90,2,19,1019,cv,6.26,0,0
4/20/2010 14:00,95,2,19,1018,SE,3.13,0,0
4/20/2010 15:00,73,1,19,1018,cv,1.79,0,0
4/20/2010 16:00,66,1,19,1017,cv,4.92,0,0
4/20/2010 17:00,77,1,18,1017,SE,4.02,0,0
4/20/2010 18:00,80,1,17,1019,SE,7.15,0,0
4/20/2010 19:00,76,0,16,1019,SE,10.28,0,0
4/20/2010 20:00,80,2,15,1020,cv,0.89,0,0
4/20/2010 21:00,71,-2,15,1021,SE,4.92,0,0
4/20/2010 22:00,55,-2,15,1022,SE,9.84,0,0
4/20/2010 23:00,53,-3,14,1022,SE,13.86,0,0
4/21/2010 0:00,48,-2,13,1022,SE,16.99,0,0
4/21/2010 1:00,52,0,12,1022,SE,17.88,0,0
4/21/2010 2:00,46,1,12,1022,SE,19.67,0,0
4/21/2010 3:00,38,1,12,1022,cv,0.89,0,0
4/21/2010 4:00,30,-1,12,1022,NW,0.89,0,0
4/21/2010 5:00,26,-2,12,1022,NW,4.91,0,0
4/21/2010 6:00,27,0,12,1023,NE,1.79,0,0
4/21/2010 7:00,47,2,12,1023,NW,4.02,0,1
4/21/2010 8:00,50,4,12,1023,NW,9.83,0,2
4/21/2010 9:00,51,4,12,1023,NW,16.98,0,0
4/21/2010 10:00,48,4,12,1024,NW,22.79,0,1
4/21/2010 11:00,51,6,11,1024,NW,28.6,0,2
4/21/2010 12:00,49,5,13,1023,NW,35.75,0,0
4/21/2010 13:00,51,3,13,1022,NW,42.9,0,0
4/21/2010 14:00,39,2,13,1022,NW,50.95,0,0
4/21/2010 15:00,23,2,13,1021,NE,4.92,0,0
4/21/2010 16:00,16,2,13,1021,NW,5.81,0,0
4/21/2010 17:00,26,2,13,1020,NW,11.62,0,0
4/21/2010 18:00,32,2,13,1021,NW,15.64,0,0
4/21/2010 19:00,35,2,12,1021,NE,1.79,0,1
4/21/2010 20:00,34,3,12,1022,NE,4.92,0,2
4/21/2010 21:00,46,3,11,1023,NE,8.05,0,0
4/21/2010 22:00,44,4,10,1023,NE,11.18,0,1
4/21/2010 23:00,41,6,9,1022,NE,14.31,0,2
4/22/2010 0:00,34,6,9,1022,NW,3.13,0,3
4/22/2010 1:00,31,6,9,1022,NE,1.79,0,4
4/22/2010 2:00,49,6,8,1022,NE,3.58,0,5
4/22/2010 3:00,37,6,8,1021,NW,3.13,0,6
4/22/2010 4:00,27,6,8,1021,NW,4.92,0,7
4/22/2010 5:00,37,6,8,1021,NW,8.05,0,8
4/22/2010 6:00,45,6,8,1021,NW,11.18,0,9
4/22/2010 7:00,44,6,8,1021,NW,14.31,0,10
4/22/2010 8:00,53,6,9,1021,NW,18.33,0,11
4/22/2010 9:00,48,6,9,1021,NW,21.46,0,12
4/22/2010 10:00,47,7,9,1021,NW,23.25,0,13
4/22/2010 11:00,46,6,10,1021,NW,25.04,0,14
4/22/2010 12:00,42,7,10,1021,NW,29.06,0,15
4/22/2010 13:00,40,6,10,1021,NW,33.08,0,0
4/22/2010 14:00,38,6,11,1020,NW,38,0,1
4/22/2010 15:00,30,5,10,1020,NW,42.92,0,2
4/22/2010 16:00,34,5,11,1020,cv,0.89,0,3
4/22/2010 17:00,35,4,12,1020,NW,3.13,0,0
4/22/2010 18:00,35,4,12,1020,NW,6.26,0,0
4/22/2010 19:00,26,4,11,1020,SE,3.13,0,0
4/22/2010 20:00,33,4,10,1021,SE,4.92,0,0
4/22/2010 21:00,47,4,11,1021,NW,3.13,0,0
4/22/2010 22:00,41,3,10,1022,NW,7.15,0,0
4/22/2010 23:00,47,3,6,1022,NW,10.28,0,0
4/23/2010 0:00,37,4,6,1022,cv,0.45,0,0
4/23/2010 1:00,41,3,5,1022,NW,0.89,0,0
4/23/2010 2:00,60,4,5,1021,cv,0.89,0,0
4/23/2010 3:00,62,2,3,1021,NW,3.13,0,0
4/23/2010 4:00,36,1,3,1021,NW,6.26,0,0
4/23/2010 5:00,31,2,4,1021,NW,8.05,0,0
4/23/2010 6:00,24,2,4,1021,NW,9.84,0,0
4/23/2010 7:00,65,4,7,1022,NW,11.63,0,0
4/23/2010 8:00,51,2,10,1023,NW,14.76,0,0
4/23/2010 9:00,41,-1,13,1023,NW,17.89,0,0
4/23/2010 10:00,39,-2,15,1022,cv,1.79,0,0
4/23/2010 11:00,31,-4,17,1022,NW,3.13,0,0
4/23/2010 12:00,19,-10,19,1021,NW,7.15,0,0
4/23/2010 13:00,19,-10,20,1020,cv,3.13,0,0
4/23/2010 14:00,18,-11,21,1019,NW,5.81,0,0
4/23/2010 15:00,10,-12,21,1018,NW,12.96,0,0
4/23/2010 16:00,16,-13,21,1018,NW,21.01,0,0
4/23/2010 17:00,23,-9,20,1018,NW,25.03,0,0
4/23/2010 18:00,21,-10,19,1018,NW,28.16,0,0
4/23/2010 19:00,20,-10,18,1018,NW,31.29,0,0
4/23/2010 20:00,23,-8,18,1019,SE,4.92,0,0
4/23/2010 21:00,32,-8,17,1019,SE,8.94,0,0
4/23/2010 22:00,39,-7,16,1020,SE,13.86,0,0
4/23/2010 23:00,38,-6,15,1019,SE,17.88,0,0
4/24/2010 0:00,45,-6,15,1019,SE,22.8,0,0
4/24/2010 1:00,53,-5,12,1019,SE,24.59,0,0
4/24/2010 2:00,56,-4,11,1018,SE,27.72,0,0
4/24/2010 3:00,54,-3,11,1018,SE,30.85,0,0
4/24/2010 4:00,65,-2,9,1018,SE,32.64,0,0
4/24/2010 5:00,73,-2,7,1019,SE,35.77,0,0
4/24/2010 6:00,70,0,8,1019,SE,37.56,0,0
4/24/2010 7:00,81,1,10,1019,cv,0.45,0,0
4/24/2010 8:00,90,0,13,1019,SE,1.79,0,0
4/24/2010 9:00,86,0,16,1019,SE,3.58,0,0
4/24/2010 10:00,107,-1,18,1019,SE,6.71,0,0
4/24/2010 11:00,122,2,20,1018,SE,11.63,0,0
4/24/2010 12:00,114,3,23,1017,SE,18.78,0,0
4/24/2010 13:00,111,3,24,1015,SE,26.83,0,0
4/24/2010 14:00,112,3,24,1015,SE,32.64,0,0
4/24/2010 15:00,111,3,23,1014,SE,40.69,0,0
4/24/2010 16:00,117,4,23,1013,SE,48.74,0,0
4/24/2010 17:00,103,4,23,1013,SE,54.55,0,0
4/24/2010 18:00,85,5,21,1013,SE,59.47,0,0
4/24/2010 19:00,79,5,20,1013,SE,62.6,0,0
4/24/2010 20:00,78,5,19,1013,SE,65.73,0,0
4/24/2010 21:00,83,5,19,1014,SE,70.65,0,0
4/24/2010 22:00,89,6,17,1014,SE,75.57,0,0
4/24/2010 23:00,93,6,17,1014,SE,81.38,0,0
4/25/2010 0:00,98,6,16,1015,SE,86.3,0,0
4/25/2010 1:00,93,6,14,1015,SE,90.32,0,0
4/25/2010 2:00,96,6,15,1015,SE,94.34,0,0
4/25/2010 3:00,92,6,14,1015,SE,98.36,0,0
4/25/2010 4:00,106,7,13,1015,SE,101.49,0,0
4/25/2010 5:00,98,6,12,1015,SE,104.62,0,0
4/25/2010 6:00,110,7,12,1015,SE,108.64,0,0
4/25/2010 7:00,129,7,13,1015,SE,111.77,0,0
4/25/2010 8:00,141,7,13,1015,SE,115.79,0,0
4/25/2010 9:00,140,7,14,1015,SE,119.81,0,0
4/25/2010 10:00,142,7,15,1015,SE,124.73,0,0
4/25/2010 11:00,134,7,18,1015,SE,131.88,0,0
4/25/2010 12:00,133,6,19,1014,SE,139.03,0,0
4/25/2010 13:00,128,5,20,1012,SE,146.18,0,0
4/25/2010 14:00,110,5,21,1012,SE,153.33,0,0
4/25/2010 15:00,120,6,20,1012,SE,159.14,0,0
4/25/2010 16:00,135,8,18,1012,NW,7.15,0,0
4/25/2010 17:00,22,7,11,1013,NW,16.98,0,1
4/25/2010 18:00,15,8,10,1014,NW,25.92,0,2
4/25/2010 19:00,19,8,10,1015,NW,29.94,0,3
4/25/2010 20:00,16,8,9,1015,cv,0.89,0,4
4/25/2010 21:00,9,7,9,1017,NW,4.92,0,5
4/25/2010 22:00,7,6,8,1017,NW,9.84,0,0
4/25/2010 23:00,7,4,8,1017,NW,14.76,0,0
4/26/2010 0:00,10,4,8,1017,NE,4.02,0,0
4/26/2010 1:00,8,3,7,1017,NW,3.13,0,0
4/26/2010 2:00,5,0,7,1016,NW,8.94,0,0
4/26/2010 3:00,9,-3,8,1016,NW,14.75,0,0
4/26/2010 4:00,20,-5,7,1016,NW,19.67,0,0
4/26/2010 5:00,8,-7,6,1016,NW,25.48,0,0
4/26/2010 6:00,7,-7,6,1016,NW,31.29,0,0
4/26/2010 7:00,6,-8,8,1015,NW,37.1,0,0
4/26/2010 8:00,16,-7,10,1015,NW,42.02,0,0
4/26/2010 9:00,10,-8,10,1015,NW,46.94,0,0
4/26/2010 10:00,11,-10,11,1014,NW,50.07,0,0
4/26/2010 11:00,11,-7,12,1013,cv,1.79,0,0
4/26/2010 12:00,18,-7,12,1011,SE,3.13,0,0
4/26/2010 13:00,26,-7,11,1011,SE,6.26,0,0
4/26/2010 14:00,25,-8,12,1010,SE,11.18,0,0
4/26/2010 15:00,20,-7,13,1010,SE,16.1,0,0
4/26/2010 16:00,24,-4,12,1011,SE,24.15,0,0
4/26/2010 17:00,15,-1,7,1012,NW,11.18,0,1
4/26/2010 18:00,10,-2,8,1011,NW,19.23,0,0
4/26/2010 19:00,10,-4,8,1012,NW,27.28,0,0
4/26/2010 20:00,14,-5,8,1012,NW,34.43,0,0
4/26/2010 21:00,11,-9,8,1013,NW,42.48,0,0
4/26/2010 22:00,11,-11,7,1013,NW,51.42,0,0
4/26/2010 23:00,16,-11,7,1013,NW,61.25,0,0
4/27/2010 0:00,13,-12,6,1013,NW,71.08,0,0
4/27/2010 1:00,16,-15,6,1012,NW,82.26,0,0
4/27/2010 2:00,15,-14,5,1011,NW,90.31,0,0
4/27/2010 3:00,17,-14,5,1011,NW,95.23,0,0
4/27/2010 4:00,18,-13,4,1011,NW,98.36,0,0
